STATUS | wrapper  | 2008/05/18 17:45:50 | --> Wrapper Started as Daemon
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at java.net.PlainSocketImpl.bind(PlainSocketImpl.java:359)
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at java.net.ServerSocket.bind(ServerSocket.java:319)
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at java.net.ServerSocket.<init>(ServerSocket.java:185)
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at org.mortbay.util.ThreadedServer.newServerSocket(ThreadedServer.java:390)
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at org.mortbay.util.ThreadedServer.open(ThreadedServer.java:476)
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at org.mortbay.util.ThreadedServer.start(ThreadedServer.java:502)
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at org.mortbay.http.SocketListener.start(SocketListener.java:202)
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at org.mortbay.http.HttpServer.doStart(HttpServer.java:762)
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at org.mortbay.util.Container.start(Container.java:71)
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at com.adito.server.Main$4.run(Main.java:871)
INFO   | jvm 2    | 2008/05/28 22:09:05 | java.net.BindException: Permission denied
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at java.net.PlainSocketImpl.socketBind(Native Method)
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at java.net.PlainSocketImpl.bind(PlainSocketImpl.java:359)
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at java.net.ServerSocket.bind(ServerSocket.java:319)
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at java.net.ServerSocket.<init>(ServerSocket.java:185)
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at org.mortbay.util.ThreadedServer.newServerSocket(ThreadedServer.java:390)
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at org.mortbay.util.ThreadedServer.open(ThreadedServer.java:476)
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at org.mortbay.util.ThreadedServer.start(ThreadedServer.java:502)
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at org.mortbay.http.SocketListener.start(SocketListener.java:202)
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at org.mortbay.http.HttpServer.doStart(HttpServer.java:762)
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at org.mortbay.util.Container.start(Container.java:71)
INFO   | jvm 2    | 2008/05/28 22:09:05 | 	at com.adito.server.Main$4.run(Main.java:871)
STATUS | wrapper  | 2008/05/28 22:09:15 | TERM trapped.  Shutting down.
STATUS | wrapper  | 2008/05/28 22:09:16 | <-- Wrapper Stopped
STATUS | wrapper  | 2008/05/28 22:09:50 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2008/05/28 22:09:50 | Launching a JVM...
INFO   | jvm 1    | 2008/05/28 22:09:51 | Wrapper (Version 3.1.2) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2008/05/28 22:09:51 | 
INFO   | jvm 1    | 2008/05/28 22:09:51 | org.mortbay.util.MultiException[java.net.BindException: Permission denied]
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at org.mortbay.http.HttpServer.doStart(HttpServer.java:732)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at org.mortbay.util.Container.start(Container.java:71)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at com.adito.server.Main$4.run(Main.java:871)
INFO   | jvm 1    | 2008/05/28 22:09:51 | java.net.BindException: Permission denied
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at java.net.PlainSocketImpl.socketBind(Native Method)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at java.net.PlainSocketImpl.bind(PlainSocketImpl.java:359)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at java.net.ServerSocket.bind(ServerSocket.java:319)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at java.net.ServerSocket.<init>(ServerSocket.java:185)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at org.mortbay.util.ThreadedServer.newServerSocket(ThreadedServer.java:390)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at org.mortbay.util.ThreadedServer.open(ThreadedServer.java:476)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at org.mortbay.util.ThreadedServer.start(ThreadedServer.java:502)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at org.mortbay.http.SocketListener.start(SocketListener.java:202)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at org.mortbay.http.HttpServer.doStart(HttpServer.java:762)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at org.mortbay.util.Container.start(Container.java:71)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at com.adito.server.Main$4.run(Main.java:871)
INFO   | jvm 1    | 2008/05/28 22:09:51 | java.net.BindException: Permission denied
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at java.net.PlainSocketImpl.socketBind(Native Method)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at java.net.PlainSocketImpl.bind(PlainSocketImpl.java:359)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at java.net.ServerSocket.bind(ServerSocket.java:319)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at java.net.ServerSocket.<init>(ServerSocket.java:185)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at org.mortbay.util.ThreadedServer.newServerSocket(ThreadedServer.java:390)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at org.mortbay.util.ThreadedServer.open(ThreadedServer.java:476)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at org.mortbay.util.ThreadedServer.start(ThreadedServer.java:502)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at org.mortbay.http.SocketListener.start(SocketListener.java:202)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at org.mortbay.http.HttpServer.doStart(HttpServer.java:762)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at org.mortbay.util.Container.start(Container.java:71)
INFO   | jvm 1    | 2008/05/28 22:09:51 | 	at com.adito.server.Main$4.run(Main.java:871)
STATUS | wrapper  | 2008/05/28 22:51:14 | TERM trapped.  Shutting down.
STATUS | wrapper  | 2008/05/28 22:51:15 | <-- Wrapper Stopped
STATUS | wrapper  | 2008/05/31 10:40:57 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2008/05/31 10:40:58 | Launching a JVM...
INFO   | jvm 1    | 2008/05/31 10:40:58 | Wrapper (Version 3.1.2) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2008/05/31 10:40:58 | 
INFO   | jvm 1    | 2008/05/31 10:40:59 | org.mortbay.util.MultiException[java.net.BindException: Permission denied]
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at org.mortbay.http.HttpServer.doStart(HttpServer.java:732)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at org.mortbay.util.Container.start(Container.java:71)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at com.adito.server.Main$4.run(Main.java:871)
INFO   | jvm 1    | 2008/05/31 10:40:59 | java.net.BindException: Permission denied
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at java.net.PlainSocketImpl.socketBind(Native Method)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at java.net.PlainSocketImpl.bind(PlainSocketImpl.java:359)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at java.net.ServerSocket.bind(ServerSocket.java:319)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at java.net.ServerSocket.<init>(ServerSocket.java:185)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at org.mortbay.util.ThreadedServer.newServerSocket(ThreadedServer.java:390)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at org.mortbay.util.ThreadedServer.open(ThreadedServer.java:476)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at org.mortbay.util.ThreadedServer.start(ThreadedServer.java:502)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at org.mortbay.http.SocketListener.start(SocketListener.java:202)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at org.mortbay.http.HttpServer.doStart(HttpServer.java:762)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at org.mortbay.util.Container.start(Container.java:71)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at com.adito.server.Main$4.run(Main.java:871)
INFO   | jvm 1    | 2008/05/31 10:40:59 | java.net.BindException: Permission denied
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at java.net.PlainSocketImpl.socketBind(Native Method)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at java.net.PlainSocketImpl.bind(PlainSocketImpl.java:359)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at java.net.ServerSocket.bind(ServerSocket.java:319)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at java.net.ServerSocket.<init>(ServerSocket.java:185)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at org.mortbay.util.ThreadedServer.newServerSocket(ThreadedServer.java:390)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at org.mortbay.util.ThreadedServer.open(ThreadedServer.java:476)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at org.mortbay.util.ThreadedServer.start(ThreadedServer.java:502)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at org.mortbay.http.SocketListener.start(SocketListener.java:202)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at org.mortbay.http.HttpServer.doStart(HttpServer.java:762)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at org.mortbay.util.Container.start(Container.java:71)
INFO   | jvm 1    | 2008/05/31 10:40:59 | 	at com.adito.server.Main$4.run(Main.java:871)
INFO   | wrapper  | 2008/05/31 18:36:10 | Wrapper Process has not received any CPU time for 25882 seconds.  Extending timeouts.
INFO   | jvm 1    | 2008/05/31 18:36:10 | JVM Process has not received any CPU time for 25882 seconds.  Extending timeouts.
INFO   | wrapper  | 2008/05/31 22:46:14 | Wrapper Process has not received any CPU time for 716 seconds.  Extending timeouts.
INFO   | jvm 1    | 2008/05/31 22:46:14 | JVM Process has not received any CPU time for 716 seconds.  Extending timeouts.
STATUS | wrapper  | 2008/05/31 22:46:29 | TERM trapped.  Shutting down.
STATUS | wrapper  | 2008/05/31 22:46:30 | <-- Wrapper Stopped
STATUS | wrapper  | 2008/06/12 15:48:26 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2008/06/12 15:48:26 | Launching a JVM...
INFO   | jvm 1    | 2008/06/12 15:48:27 | Wrapper (Version 3.1.2) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2008/06/12 15:48:27 | 
INFO   | jvm 1    | 2008/06/12 15:48:27 | org.mortbay.util.MultiException[java.net.BindException: Permission denied]
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at org.mortbay.http.HttpServer.doStart(HttpServer.java:732)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at org.mortbay.util.Container.start(Container.java:71)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at com.adito.server.Main$4.run(Main.java:871)
INFO   | jvm 1    | 2008/06/12 15:48:27 | java.net.BindException: Permission denied
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at java.net.PlainSocketImpl.socketBind(Native Method)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at java.net.PlainSocketImpl.bind(PlainSocketImpl.java:359)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at java.net.ServerSocket.bind(ServerSocket.java:319)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at java.net.ServerSocket.<init>(ServerSocket.java:185)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at org.mortbay.util.ThreadedServer.newServerSocket(ThreadedServer.java:390)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at org.mortbay.util.ThreadedServer.open(ThreadedServer.java:476)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at org.mortbay.util.ThreadedServer.start(ThreadedServer.java:502)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at org.mortbay.http.SocketListener.start(SocketListener.java:202)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at org.mortbay.http.HttpServer.doStart(HttpServer.java:762)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at org.mortbay.util.Container.start(Container.java:71)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at com.adito.server.Main$4.run(Main.java:871)
INFO   | jvm 1    | 2008/06/12 15:48:27 | java.net.BindException: Permission denied
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at java.net.PlainSocketImpl.socketBind(Native Method)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at java.net.PlainSocketImpl.bind(PlainSocketImpl.java:359)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at java.net.ServerSocket.bind(ServerSocket.java:319)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at java.net.ServerSocket.<init>(ServerSocket.java:185)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at org.mortbay.util.ThreadedServer.newServerSocket(ThreadedServer.java:390)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at org.mortbay.util.ThreadedServer.open(ThreadedServer.java:476)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at org.mortbay.util.ThreadedServer.start(ThreadedServer.java:502)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at org.mortbay.http.SocketListener.start(SocketListener.java:202)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at org.mortbay.http.HttpServer.doStart(HttpServer.java:762)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at org.mortbay.util.Container.start(Container.java:71)
INFO   | jvm 1    | 2008/06/12 15:48:27 | 	at com.adito.server.Main$4.run(Main.java:871)
STATUS | wrapper  | 2008/06/12 17:39:11 | TERM trapped.  Shutting down.
STATUS | wrapper  | 2008/06/12 17:39:12 | <-- Wrapper Stopped
STATUS | wrapper  | 2008/06/18 12:20:59 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2008/06/18 12:20:59 | Launching a JVM...
INFO   | jvm 1    | 2008/06/18 12:20:59 | Wrapper (Version 3.1.2) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2008/06/18 12:20:59 | 
INFO   | jvm 1    | 2008/06/18 12:21:00 | org.mortbay.util.MultiException[java.net.BindException: Permission denied]
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at org.mortbay.http.HttpServer.doStart(HttpServer.java:732)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at org.mortbay.util.Container.start(Container.java:71)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at com.adito.server.Main$4.run(Main.java:871)
INFO   | jvm 1    | 2008/06/18 12:21:00 | java.net.BindException: Permission denied
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at java.net.PlainSocketImpl.socketBind(Native Method)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at java.net.PlainSocketImpl.bind(PlainSocketImpl.java:359)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at java.net.ServerSocket.bind(ServerSocket.java:319)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at java.net.ServerSocket.<init>(ServerSocket.java:185)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at org.mortbay.util.ThreadedServer.newServerSocket(ThreadedServer.java:390)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at org.mortbay.util.ThreadedServer.open(ThreadedServer.java:476)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at org.mortbay.util.ThreadedServer.start(ThreadedServer.java:502)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at org.mortbay.http.SocketListener.start(SocketListener.java:202)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at org.mortbay.http.HttpServer.doStart(HttpServer.java:762)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at org.mortbay.util.Container.start(Container.java:71)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at com.adito.server.Main$4.run(Main.java:871)
INFO   | jvm 1    | 2008/06/18 12:21:00 | java.net.BindException: Permission denied
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at java.net.PlainSocketImpl.socketBind(Native Method)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at java.net.PlainSocketImpl.bind(PlainSocketImpl.java:359)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at java.net.ServerSocket.bind(ServerSocket.java:319)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at java.net.ServerSocket.<init>(ServerSocket.java:185)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at org.mortbay.util.ThreadedServer.newServerSocket(ThreadedServer.java:390)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at org.mortbay.util.ThreadedServer.open(ThreadedServer.java:476)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at org.mortbay.util.ThreadedServer.start(ThreadedServer.java:502)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at org.mortbay.http.SocketListener.start(SocketListener.java:202)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at org.mortbay.http.HttpServer.doStart(HttpServer.java:762)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at org.mortbay.util.Container.start(Container.java:71)
INFO   | jvm 1    | 2008/06/18 12:21:00 | 	at com.adito.server.Main$4.run(Main.java:871)
STATUS | wrapper  | 2008/06/18 17:26:11 | TERM trapped.  Shutting down.
STATUS | wrapper  | 2008/06/18 17:26:12 | <-- Wrapper Stopped
STATUS | wrapper  | 2008/06/22 17:24:31 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2008/06/22 17:24:31 | Launching a JVM...
INFO   | jvm 1    | 2008/06/22 17:24:31 | Wrapper (Version 3.1.2) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2008/06/22 17:24:31 | 
INFO   | jvm 1    | 2008/06/22 17:24:33 | org.mortbay.util.MultiException[java.net.BindException: Permission denied]
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at org.mortbay.http.HttpServer.doStart(HttpServer.java:732)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at org.mortbay.util.Container.start(Container.java:71)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at com.adito.server.Main$4.run(Main.java:871)
INFO   | jvm 1    | 2008/06/22 17:24:33 | java.net.BindException: Permission denied
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at java.net.PlainSocketImpl.socketBind(Native Method)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at java.net.PlainSocketImpl.bind(PlainSocketImpl.java:359)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at java.net.ServerSocket.bind(ServerSocket.java:319)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at java.net.ServerSocket.<init>(ServerSocket.java:185)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at org.mortbay.util.ThreadedServer.newServerSocket(ThreadedServer.java:390)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at org.mortbay.util.ThreadedServer.open(ThreadedServer.java:476)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at org.mortbay.util.ThreadedServer.start(ThreadedServer.java:502)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at org.mortbay.http.SocketListener.start(SocketListener.java:202)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at org.mortbay.http.HttpServer.doStart(HttpServer.java:762)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at org.mortbay.util.Container.start(Container.java:71)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at com.adito.server.Main$4.run(Main.java:871)
INFO   | jvm 1    | 2008/06/22 17:24:33 | java.net.BindException: Permission denied
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at java.net.PlainSocketImpl.socketBind(Native Method)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at java.net.PlainSocketImpl.bind(PlainSocketImpl.java:359)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at java.net.ServerSocket.bind(ServerSocket.java:319)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at java.net.ServerSocket.<init>(ServerSocket.java:185)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at org.mortbay.util.ThreadedServer.newServerSocket(ThreadedServer.java:390)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at org.mortbay.util.ThreadedServer.open(ThreadedServer.java:476)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at org.mortbay.util.ThreadedServer.start(ThreadedServer.java:502)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at org.mortbay.http.SocketListener.start(SocketListener.java:202)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at org.mortbay.http.HttpServer.doStart(HttpServer.java:762)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at org.mortbay.util.Container.start(Container.java:71)
INFO   | jvm 1    | 2008/06/22 17:24:33 | 	at com.adito.server.Main$4.run(Main.java:871)
STATUS | wrapper  | 2008/06/22 19:07:33 | TERM trapped.  Shutting down.
STATUS | wrapper  | 2008/06/22 19:07:34 | <-- Wrapper Stopped
